,Unnamed: 0,forecast_date,target,target_end_date,location,location_name,type,quantile,value
0,1,2020-05-05,1 day ahead cum death,2020-05-06,17,Illinois,quantile,0.01,2830.68
1,2,2020-05-05,1 day ahead inc death,2020-05-06,17,Illinois,quantile,0.01,53.99
2,3,2020-05-05,2 day ahead cum death,2020-05-07,17,Illinois,quantile,0.01,2884.83
3,4,2020-05-05,2 day ahead inc death,2020-05-07,17,Illinois,quantile,0.01,52.95
4,5,2020-05-05,3 day ahead cum death,2020-05-08,17,Illinois,quantile,0.01,2981.82
5,6,2020-05-05,3 day ahead inc death,2020-05-08,17,Illinois,quantile,0.01,61.99
6,7,2020-05-05,4 day ahead cum death,2020-05-09,17,Illinois,quantile,0.01,3098.64
7,8,2020-05-05,4 day ahead inc death,2020-05-09,17,Illinois,quantile,0.01,44.0
8,9,2020-05-05,5 day ahead cum death,2020-05-10,17,Illinois,quantile,0.01,3199.76
9,10,2020-05-05,5 day ahead inc death,2020-05-10,17,Illinois,quantile,0.01,67.96
10,11,2020-05-05,6 day ahead cum death,2020-05-11,17,Illinois,quantile,0.01,3292.73
11,12,2020-05-05,6 day ahead inc death,2020-05-11,17,Illinois,quantile,0.01,52.99
12,13,2020-05-05,7 day ahead cum death,2020-05-12,17,Illinois,quantile,0.01,3395.84
13,14,2020-05-05,7 day ahead inc death,2020-05-12,17,Illinois,quantile,0.01,60.95
14,15,2020-05-05,8 day ahead cum death,2020-05-13,17,Illinois,quantile,0.01,3484.71
15,16,2020-05-05,8 day ahead inc death,2020-05-13,17,Illinois,quantile,0.01,65.87
16,17,2020-05-05,9 day ahead cum death,2020-05-14,17,Illinois,quantile,0.01,3578.46
17,18,2020-05-05,9 day ahead inc death,2020-05-14,17,Illinois,quantile,0.01,57.97
18,19,2020-05-05,10 day ahead cum death,2020-05-15,17,Illinois,quantile,0.01,3646.39
19,20,2020-05-05,10 day ahead inc death,2020-05-15,17,Illinois,quantile,0.01,60.99
20,21,2020-05-05,11 day ahead cum death,2020-05-16,17,Illinois,quantile,0.01,3749.4
21,22,2020-05-05,11 day ahead inc death,2020-05-16,17,Illinois,quantile,0.01,61.99
22,23,2020-05-05,12 day ahead cum death,2020-05-17,17,Illinois,quantile,0.01,3816.67
23,24,2020-05-05,12 day ahead inc death,2020-05-17,17,Illinois,quantile,0.01,59.97
24,25,2020-05-05,13 day ahead cum death,2020-05-18,17,Illinois,quantile,0.01,3911.81
25,26,2020-05-05,13 day ahead inc death,2020-05-18,17,Illinois,quantile,0.01,56.97
26,27,2020-05-05,14 day ahead cum death,2020-05-19,17,Illinois,quantile,0.01,4000.96
27,28,2020-05-05,14 day ahead inc death,2020-05-19,17,Illinois,quantile,0.01,55.9
28,29,2020-05-05,15 day ahead cum death,2020-05-20,17,Illinois,quantile,0.01,4101.94
29,30,2020-05-05,15 day ahead inc death,2020-05-20,17,Illinois,quantile,0.01,57.99
30,31,2020-05-05,16 day ahead cum death,2020-05-21,17,Illinois,quantile,0.01,4212.45
31,32,2020-05-05,16 day ahead inc death,2020-05-21,17,Illinois,quantile,0.01,59.96
32,33,2020-05-05,17 day ahead cum death,2020-05-22,17,Illinois,quantile,0.01,4292.77
33,34,2020-05-05,17 day ahead inc death,2020-05-22,17,Illinois,quantile,0.01,63.98
34,35,2020-05-05,18 day ahead cum death,2020-05-23,17,Illinois,quantile,0.01,4394.89
35,36,2020-05-05,18 day ahead inc death,2020-05-23,17,Illinois,quantile,0.01,55.99
36,37,2020-05-05,19 day ahead cum death,2020-05-24,17,Illinois,quantile,0.01,4522.84
37,38,2020-05-05,19 day ahead inc death,2020-05-24,17,Illinois,quantile,0.01,55.93
38,39,2020-05-05,20 day ahead cum death,2020-05-25,17,Illinois,quantile,0.01,4628.89
39,40,2020-05-05,20 day ahead inc death,2020-05-25,17,Illinois,quantile,0.01,66.0
40,41,2020-05-05,21 day ahead cum death,2020-05-26,17,Illinois,quantile,0.01,4759.6
41,42,2020-05-05,21 day ahead inc death,2020-05-26,17,Illinois,quantile,0.01,68.99
42,43,2020-05-05,22 day ahead cum death,2020-05-27,17,Illinois,quantile,0.01,4848.98
43,44,2020-05-05,22 day ahead inc death,2020-05-27,17,Illinois,quantile,0.01,72.98
44,45,2020-05-05,23 day ahead cum death,2020-05-28,17,Illinois,quantile,0.01,4966.92
45,46,2020-05-05,23 day ahead inc death,2020-05-28,17,Illinois,quantile,0.01,63.96
46,47,2020-05-05,24 day ahead cum death,2020-05-29,17,Illinois,quantile,0.01,5086.76
47,48,2020-05-05,24 day ahead inc death,2020-05-29,17,Illinois,quantile,0.01,68.87
48,49,2020-05-05,25 day ahead cum death,2020-05-30,17,Illinois,quantile,0.01,5202.86
49,50,2020-05-05,25 day ahead inc death,2020-05-30,17,Illinois,quantile,0.01,72.89
50,51,2020-05-05,26 day ahead cum death,2020-05-31,17,Illinois,quantile,0.01,5311.51
51,52,2020-05-05,26 day ahead inc death,2020-05-31,17,Illinois,quantile,0.01,68.99
52,53,2020-05-05,27 day ahead cum death,2020-06-01,17,Illinois,quantile,0.01,5419.92
53,54,2020-05-05,27 day ahead inc death,2020-06-01,17,Illinois,quantile,0.01,69.94
54,55,2020-05-05,28 day ahead cum death,2020-06-02,17,Illinois,quantile,0.01,5589.42
55,56,2020-05-05,28 day ahead inc death,2020-06-02,17,Illinois,quantile,0.01,79.0
56,57,2020-05-05,29 day ahead cum death,2020-06-03,17,Illinois,quantile,0.01,5716.33
57,58,2020-05-05,29 day ahead inc death,2020-06-03,17,Illinois,quantile,0.01,84.95
58,59,2020-05-05,30 day ahead cum death,2020-06-04,17,Illinois,quantile,0.01,5853.57
59,60,2020-05-05,30 day ahead inc death,2020-06-04,17,Illinois,quantile,0.01,88.93
60,61,2020-05-05,31 day ahead cum death,2020-06-05,17,Illinois,quantile,0.01,6045.38
61,62,2020-05-05,31 day ahead inc death,2020-06-05,17,Illinois,quantile,0.01,93.92
62,63,2020-05-05,32 day ahead cum death,2020-06-06,17,Illinois,quantile,0.01,6152.98
63,64,2020-05-05,32 day ahead inc death,2020-06-06,17,Illinois,quantile,0.01,90.95
64,65,2020-05-05,33 day ahead cum death,2020-06-07,17,Illinois,quantile,0.01,6327.57
65,66,2020-05-05,33 day ahead inc death,2020-06-07,17,Illinois,quantile,0.01,94.79
66,67,2020-05-05,34 day ahead cum death,2020-06-08,17,Illinois,quantile,0.01,6505.51
67,68,2020-05-05,34 day ahead inc death,2020-06-08,17,Illinois,quantile,0.01,126.96
68,69,2020-05-05,35 day ahead cum death,2020-06-09,17,Illinois,quantile,0.01,6705.36
69,70,2020-05-05,35 day ahead inc death,2020-06-09,17,Illinois,quantile,0.01,97.79
70,71,2020-05-05,36 day ahead cum death,2020-06-10,17,Illinois,quantile,0.01,6894.57
71,72,2020-05-05,36 day ahead inc death,2020-06-10,17,Illinois,quantile,0.01,123.98
72,73,2020-05-05,37 day ahead cum death,2020-06-11,17,Illinois,quantile,0.01,7072.75
