,forecast_date,target,target_end_date,location,type,quantile,value
0,2020-03-15,1 day ahead cum death,2020-03-16,US,point,,72
1,2020-03-15,1 day ahead inc death,2020-03-16,US,point,,12
2,2020-03-15,1 wk ahead cum death,2020-03-21,US,point,,203
3,2020-03-15,1 wk ahead inc death,2020-03-21,US,point,,39
4,2020-03-15,2 day ahead cum death,2020-03-17,US,point,,88
5,2020-03-15,2 day ahead inc death,2020-03-17,US,point,,16
6,2020-03-15,3 day ahead cum death,2020-03-18,US,point,,108
7,2020-03-15,3 day ahead inc death,2020-03-18,US,point,,19
8,2020-03-15,4 day ahead cum death,2020-03-19,US,point,,133
9,2020-03-15,4 day ahead inc death,2020-03-19,US,point,,24
10,2020-03-15,5 day ahead cum death,2020-03-20,US,point,,164
11,2020-03-15,5 day ahead inc death,2020-03-20,US,point,,31
12,2020-03-15,6 day ahead cum death,2020-03-21,US,point,,203
13,2020-03-15,6 day ahead inc death,2020-03-21,US,point,,39
14,2020-03-15,7 day ahead cum death,2020-03-22,US,point,,252
15,2020-03-15,7 day ahead inc death,2020-03-22,US,point,,49
16,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.01,61
17,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.025,62
18,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.05,64
19,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.1,65
20,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.15,66
21,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.2,67
22,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.25,68
23,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.3,69
24,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.35,70
25,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.4,71
26,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.45,72
27,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.5,72
28,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.55,73
29,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.6,74
30,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.65,75
31,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.7,76
32,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.75,77
33,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.8,78
34,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.85,79
35,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.9,81
36,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.95,84
37,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.975,88
38,2020-03-15,1 day ahead cum death,2020-03-16,US,quantile,0.99,92
39,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.01,1
40,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.025,2
41,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.05,4
42,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.1,5
43,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.15,6
44,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.2,7
45,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.25,8
46,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.3,9
47,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.35,10
48,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.4,11
49,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.45,12
50,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.5,12
51,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.55,13
52,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.6,14
53,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.65,15
54,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.7,16
55,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.75,17
56,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.8,18
57,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.85,19
58,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.9,21
59,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.95,24
60,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.975,28
61,2020-03-15,1 day ahead inc death,2020-03-16,US,quantile,0.99,32
62,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.01,77
63,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.025,85
64,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.05,94
65,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.1,109
66,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.15,123
67,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.2,137
68,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.25,149
69,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.3,160
70,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.35,171
71,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.4,182
72,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.45,192
73,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.5,203
74,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.55,214
75,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.6,225
76,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.65,238
77,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.7,252
78,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.75,268
79,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.8,286
80,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.85,308
81,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.9,340
82,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.95,392
83,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.975,446
84,2020-03-15,1 wk ahead cum death,2020-03-21,US,quantile,0.99,523
85,2020-03-15,1 wk ahead inc death,2020-03-21,US,quantile,0.01,3
86,2020-03-15,1 wk ahead inc death,2020-03-21,US,quantile,0.025,4
87,2020-03-15,1 wk ahead inc death,2020-03-21,US,quantile,0.05,6
88,2020-03-15,1 wk ahead inc death,2020-03-21,US,quantile,0.1,10
89,2020-03-15,1 wk ahead inc death,2020-03-21,US,quantile,0.15,14
